Ticker,Description,Open,High,Low,Price,Volume,Volume*Price,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,1-Year Beta,Volatility,Sector,Industry,Market Capitalization,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern,Country,Exchange
BCSAU,Blockchain Coinvestors Acquisition Corp. I,10.85,10.85,10.85,10.85,500,5425,0.02,0.18467221,0.18467221,0.18467221,0.18467221,1.30718954,3.23501427,0.93023256,7.42574257,5.44217687,-0.04329549,0.1843318,Finance,Financial Conglomerates,160786615,10.6865,10.437356,10.232745,10.170792,54.53492312,0.18533796,9.98236152,11.39063848,,Cayman Islands,NASDAQ
IRRX,Integrated Rail and Resources Acquisition Corp.,10.85,10.85,10.85,10.85,152752,1657359.2,0.02,0.18467221,0.46296296,0.46296296,0.46296296,-0.22988506,1.35450724,2.55198488,8.06772908,5.13565891,-0.03116337,0.1843318,Finance,Financial Conglomerates,132795822.14876032,10.8755,10.78791,10.688305,10.4285525,51.43096691,0.08231765,10.42310747,11.32789253,,United States,NYSE
CHEA,Chenghe Acquisition Co.,10.85,10.85,10.85,10.85,163,1768.55,0.02,0.18467221,0.27726433,0.37002775,0.37002775,-2.51659913,1.97368421,3.2841504,7.74577954,4.72972973,-0.00757247,0.1843318,Finance,Financial Conglomerates,155968499.53831947,10.80962,10.766006,10.65963,,68.24567513,0.03775077,10.77557893,10.84366107,,Singapore,NASDAQ
CHAA,Catcha Investment Corp.,10.85,10.92,10.83,10.86,4986,54147.96,0.03,0.27700831,0.27700831,1.11637694,0.46253469,2.06766917,4.42307692,5.95121951,9.58627649,7.52475248,-0.05723703,0.83102493,Finance,Financial Conglomerates,24053365,10.62576,10.456422,10.311304,10.1256915,71.91044577,0.07159439,10.38270385,10.86881615,,Singapore,NYSE ARCA
CXAC.U,C5 Acquisition Corporation,10.8501,10.8501,10.8501,10.8501,1000,10850.1,-0.0099,-0.09116022,0.00092166,0.27818854,0.00092166,0.83736059,-0.18307268,4.42829644,7.63988095,6.26934378,0.21384606,0.0912434,Finance,Financial Conglomerates,390698130,10.749505,10.67542,10.525582,10.2985155,62.11315432,0.06282903,10.61421634,10.88479366,,United States,NYSE
BFAC.U,Battery Future Acquisition Corp.,10.86,10.8604,10.86,10.86,331,3594.66,0.01,0.0921659,0.0921659,0.0921659,0.18450185,1.21155638,2.54957507,3.33016175,7.73809524,5.64202335,-0.14852515,0.09576427,Finance,Financial Conglomerates,217370957,10.78986,10.677948,10.506698,10.2732025,57.6354837,0.08451166,10.67185165,10.90786835,"Gravestone Doji, Long Upper Shadow",United States,NYSE
ONYX,Onyx Acquisition Co. I,10.86,10.86,10.86,10.86,4222,45850.92,0.01,0.0921659,-0.36697248,-0.45829514,-0.36697248,0.36968577,1.59027128,3.23193916,7.31225296,5.33462658,-0.03418489,0.09208103,Finance,Financial Conglomerates,93452038.60092168,10.84773,10.81357,10.66288,10.398231,52.06695736,0.06656498,10.74672307,10.94873693,,United States,NASDAQ
TGAAU,Target Global Acquisition I Corp.,10.86,10.86,10.86,10.86,181,1965.66,0.02,0.18450185,0.18450185,0.27700831,0.18450185,0.54624572,1.68539326,3.82409178,8.59891401,5.84795322,-0.1531643,0.18416206,Finance,Financial Conglomerates,171997181,10.77675,10.67161,10.537729,10.2893855,53.04749101,0.13522845,10.39993552,11.15356448,,Cayman Islands,NASDAQ
FTII,FutureTech II Acquisition Corp.,10.86,10.86,10.86,10.86,652,7080.72,-0.0098,-0.09015805,-0.09015805,0.0921659,0,0.46160535,-0.58222564,3.92344498,8.05970149,5.4368932,0.00678681,0.09023941,Finance,Financial Conglomerates,163009422.48529413,10.83588,10.762542,10.654245,,60.79703939,0.0433288,10.77224135,10.89951865,,United States,NASDAQ
PHYT,Pyrophyte Acquisition Corp.,10.86,10.86,10.86,10.86,209,2269.74,-0.02,-0.18382353,0.0921659,0.27700831,0.36968577,0.64874884,2.25988701,3.33016175,7.31225296,5.02901354,-0.05460586,0.18416206,Finance,Financial Conglomerates,152103386.2665441,10.80025,10.6906,10.600206,10.4154165,70.66984292,0.02341019,10.71224574,10.88825426,,United States,NYSE
RRAC,Rigel Resource Acquisition Corp.,10.87,10.8801,10.86,10.86,13218,143547.48,0,0,0,0.36968577,0.0921659,0.64874884,1.30597015,3.92344498,7.57800892,5.13068732,-0.00492219,0.18508287,Finance,Financial Conglomerates,348280559,10.818,10.7724,10.675362,10.4599505,73.01917486,0.01898408,10.75948504,10.87651496,,United States,NYSE
RENEU,Cartesian Growth Corporation II,10.87,10.87,10.87,10.87,800,8696,0,0,0,0.46210721,0.64814815,0.64814815,1.58878505,3.72137405,8.37487537,5.43161979,-0.12003008,0,Finance,Financial Conglomerates,309924992,10.80278,10.70386,10.474908,,58.95326921,0.05562772,10.64171306,10.96384694,,United States,NASDAQ
AAC.U,Ares Acquisition Corporation,10.87,10.87,10.87,10.87,1821,19794.27,0,0,0,0.46210721,0.27675277,0.46210721,1.87441425,3.52380952,9.24623116,7.09359606,0.01031397,0,Finance,Financial Conglomerates,757583713,10.809175,10.704794,10.545391,10.2756965,65.80280037,0.02599676,10.72454194,10.89380806,,United States,NYSE
NUBI,Nubia Brand International Corp.,10.87,11.93,10.82,10.82,19302,208847.64,0,0,-0.82493126,0.37105751,-1.00640439,1.2160898,2.17186025,3.4416826,7.87637089,5.87084149,-0.01035522,10.25878004,Finance,Financial Conglomerates,77153273.41317365,10.774025,10.65951,10.552791,,59.73363791,0.2177215,10.63653592,10.91151408,"Gravestone Doji, Long Upper Shadow",United States,NASDAQ
BIOSU,BioPlus Acquisition Corp.,10.87,10.87,10.87,10.87,100,1087,0.03,0.27675277,-0.27522936,0.46210721,-0.27522936,0.36934441,1.30475303,4.01913876,8.15920398,5.84225901,-0.17244625,0.27598896,Finance,Financial Conglomerates,147341102,10.7405,10.669708,10.509754,,54.97419299,0.13027473,10.38993046,11.09106954,,United States,NASDAQ
MPA,Blackrock MuniYield Pennsylvania Quality Fund,10.87,10.97,10.87,10.94,17004,186023.76,0.01,0.09149131,0.09149131,-0.27347311,0.09149131,-0.99547511,-6.17495712,-4.03508772,-11.86162113,-1.44144144,0.24682161,0.9199632,Miscellaneous,Investment Trusts/Mutual Funds,145443000,10.96388,11.265028,11.380401,11.3685215,40.97870325,0.10351527,10.86799604,11.05976396,,United States,NYSE
RCFA,RCF Acquisition Corp.,10.87,10.87,10.87,10.87,200,2174,0,0,-0.09191176,-0.27522936,0,-4.77441962,1.96998124,4.21860019,8.26693227,5.9454191,-0.01200468,0,Finance,Financial Conglomerates,203969374,10.8745,10.722996,10.571898,10.34496,54.1124987,0.19330899,10.78562368,10.96337632,,United States,NYSE
SLRN,"ACELYRIN, INC.",10.87,10.9725,10.14,10.21,1735391,17718342.11,-0.67,-6.15808824,-10.28119508,-59.69206475,-8.5125448,-62.05871423,-48.51235502,-55.60869565,-55.60869565,-55.60869565,3.048743,8.21005917,Health Technology,Pharmaceuticals: Major,992406369.485294,21.974,23.1888,,,22.24103755,2.34237992,7.63908821,36.30891179,,United States,NASDAQ
FSD,First Trust High Income Long Short Fund,10.87,10.89,10.81,10.84,193418,2096651.12,-0.08,-0.73260073,-0.6416132,-2.6929982,-0.73350977,-1.63339383,-4.74516696,-1.36487716,-4.40917108,-4.66138962,0.6573964,1.01757632,Miscellaneous,Investment Trusts/Mutual Funds,365493000,10.999,11.2228,11.2141,11.34545,28.93581673,0.08473189,10.82650072,11.17149928,,United States,NYSE
MACA,Moringa Acquisition Corp,10.87,10.87,10.87,10.87,127,1380.49,0.01,0.09208103,0.09208103,1.11627907,0.64814815,1.11627907,4.61982676,5.84225901,9.68718466,7.51730959,0.02674785,0.09199632,Finance,Financial Conglomerates,42067106.00000001,10.7745,10.58135,10.35065,10.111618,57.4406829,0.1504504,10.45346448,11.09553552,,United States,NASDAQ
MSSA,Metal Sky Star Acquisition Corporation,10.87,10.9,10.87,10.895,3230,35190.85,-0.005,-0.04587156,-0.04587156,1.06679035,1.06679035,1.34883721,1.82242991,3.76190476,9.82862903,7.76458952,-0.02340926,0.27598896,Finance,Financial Conglomerates,96090399.99999999,10.793505,10.709932,10.535474,,68.34838519,0.03570276,10.68910355,10.89790645,,United States,NASDAQ
JRI,Nuveen Real Asset Income and Growth Fund,10.87,10.92,10.8501,10.86,22667,246163.62,-0.04,-0.36697248,0.18450185,-2.77529096,-1.18289354,-2.25022502,-2.77529096,-1.18289354,-13.80952381,-7.8098472,1.033656,0.64423369,Miscellaneous,Investment Trusts/Mutual Funds,299245000,11.0495,11.2856,11.3025,11.64485,34.88408329,0.10891451,10.80937711,11.28962289,,United States,NYSE
TGAA,Target Global Acquisition I Corp.,10.87,11.84,10.85,10.9,15539,169375.1,0.06,0.55350554,0.55350554,0.55350554,0.55350554,1.01946247,1.77404295,4.50623202,8.56573705,6.49731314,-0.00196445,9.21658986,Finance,Financial Conglomerates,164670116.19675013,10.80101,10.698202,10.5753,10.3577525,67.53290152,0.10610803,10.64883402,10.95318598,"Gravestone Doji, Long Upper Shadow",Cayman Islands,NASDAQ
LFAC,LF Capital Acquisition Corp. II,10.87,10.87,10.87,10.87,570,6195.9,0.02,0.1843318,0.1843318,0.27675277,0.1843318,0.64814815,1.87441425,4.02013416,8.15920398,5.73929961,0.01437644,0.18399264,Finance,Financial Conglomerates,132289456,10.8139,10.715314,10.565098,10.3289485,66.06193214,0.03338812,10.71905297,10.90874703,,United States,NASDAQ
SVIIU,Spring Valley Acquisition Corp. II,10.87,10.88,10.87,10.88,310,3372.8,0.01,0.09199632,0.18416206,-0.18348624,0.55452865,0.2764977,1.87265918,1.77736202,7.93650794,4.91803279,0.04815034,0.09199632,Finance,Financial Conglomerates,327618133,10.82013,10.728818,10.649907,,58.60048962,0.09441357,10.71867418,10.92158582,,United States,NASDAQ
CSTA,Constellation Acquisition Corp I,10.88,10.88,10.88,10.88,105,1142.4,0.01,0.09199632,1.20930233,0.09199632,1.20930233,0.46168052,3.03030303,5.73372206,9.8989899,7.50988142,0.01569346,0.09191176,Finance,Financial Conglomerates,133213006.42502297,10.837,10.706698,10.501115,10.27213,57.42318289,0.05424519,10.70511369,10.96888631,,United States,NYSE
RWODU,Redwoods Acquisition Corp.,10.88,10.88,10.88,10.88,1700,18496,0.34,3.22580645,3.22580645,1.30353818,3.22580645,1.68224299,1.20930233,5.528613,8.90890891,6.9813176,0.0677845,3.125,Finance,Financial Conglomerates,100163000,10.560255,10.42854,10.232855,,66.19077639,0.0978376,10.32860021,10.79190979,,United States,NASDAQ
LGSTU,Semper Paratus Acquisition Corporation,10.88,10.88,10.88,10.88,450,4896,0.02,0.18416206,0.55359932,0.18416206,0.2764977,0.2764977,2.93282876,6.66666667,6.8762279,5.528613,-0.10906913,0.18382353,Finance,Financial Conglomerates,170816964,10.75401,10.54353,10.340165,10.2179155,57.09644329,0.15576686,10.46915902,11.03886098,,United States,NASDAQ
PBAX,Phoenix Biotech Acquisition Corp.,10.88,10.95,10.88,10.93,3003,32822.79,0.13,1.2037037,1.2037037,1.11008326,1.2037037,1.01663586,0.46048217,2.054155,8.54021847,6.21963071,0.04937438,1.37867647,Finance,Financial Conglomerates,118508059.46296296,10.812,10.8446,10.699124,10.3968915,66.01835843,0.03372631,10.75664659,10.86735341,,United States,NASDAQ
IVR,INVESCO MORTGAGE CAPITAL INC,10.88,11.005,10.775,10.81,531838,5749168.78,-0.04,-0.36866359,-1.27853881,-3.91111111,-0.46040516,4.24300868,-4.92524186,-0.73461892,-27.00877785,-16.07142857,1.6751316,2.13457077,Finance,Real Estate Investment Trusts,483691547,10.8915,11.2162,10.9943,11.74795,45.63901719,0.24085702,10.40849793,11.37450207,,United States,NYSE
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),10.88,10.89,10.83,10.849,12731,138118.619,-0.0309,-0.28400996,-0.87892409,-6.63511188,-2.87985534,-6.47413793,-6.87553648,-3.82092199,2.83412322,-4.329806,1.1959982,0.55401662,Miscellaneous,Investment Trusts/Mutual Funds,96967000,11.30963,11.780448,11.645774,11.7410245,21.15715987,0.12911393,10.79885341,11.82040659,,United States,NYSE
LHC,Leo Holdings Corp. II,10.88,10.88,10.88,10.88,800,8704,0,0,0,0.36900369,0.2764977,1.20930233,2.83553875,5.32429816,9.45674044,7.50988142,0.00141783,0,Finance,Financial Conglomerates,151786490,10.831,10.744216,10.590991,10.3208975,65.25864981,0.03042954,10.73990585,10.92209415,,Bahamas,NYSE
PSO,"Pearson, Plc",10.88,10.93,10.88,10.93,174445,1906683.85,0.05,0.45955882,-0.90661831,3.40586566,0.27522936,5.80832527,5.09615385,9.08183633,8.32507433,-3.27433628,0.93532753,0.45955882,Consumer Services,Publishing: Books/Magazines,7811820791.279999,10.749,10.7654,10.5237,10.69045,56.62472486,0.13087789,10.32634648,11.17165352,Marubozu White,United Kingdom,NYSE
PMGMU,Priveterra Acquisition Corp. II,10.8833,10.8833,10.8,10.8111,7994,86423.9334,-0.0089,-0.08225508,0.01017576,0.3816156,0.10277778,0.28849722,2.37784091,5.37134503,8.21921922,5.57714844,0.01156637,0.7712963,Finance,Financial Conglomerates,169482678,10.747055,10.591542,10.350202,10.165637,60.62061011,0.06611629,10.62170768,10.87240232,,United States,NASDAQ
IXAQ,IX Acquisition Corp.,10.89,10.9,10.89,10.9,4723,51480.7,0.01,0.09182736,0.09182736,0.46082949,0.3221353,-4.76190476,3.31753555,5.82627016,9.76837865,7.70750988,0.01566549,0.09182736,Finance,Financial Conglomerates,113509556,10.807255,10.614504,10.426614,10.155281,94.2370066,0.06424293,10.67642816,10.93808184,Marubozu White,United Kingdom,NASDAQ
NETC.U,Nabors Energy Transition Corp.,10.89,10.89,10.89,10.89,100,1089,0.01,0.09191176,0.09191176,0.09191176,0.36866359,-0.9666888,2.25352113,4.11089866,7.82178218,5.72815534,0.02726648,0.09182736,Finance,Financial Conglomerates,183587018,10.654815,10.403626,10.249946,,67.75246211,0.13728164,10.39862757,10.91100243,,United States,NYSE
RIV,"RiverNorth Opportunities Fund, Inc.",10.89,10.9587,10.85,10.88,54915,597475.2,0.01,0.09199632,-0.45745654,-4.47761194,-3.80194518,-2.59623993,-1.18074478,-1.62748644,-18.98734177,-12.25806452,0.6867354,1.00184332,Miscellaneous,Investment Trusts/Mutual Funds,233196000,11.20575,11.29352,11.231665,11.55444,31.92607925,0.14795646,10.87557921,11.53592079,,United States,NYSE
PHYT.U,Pyrophyte Acquisition Corp.,10.89,10.93,10.89,10.93,200,2186,0.04,0.36730946,0.27522936,0.73732719,1.2037037,-4.77435093,2.24508887,3.79867047,7.79092702,8.1107814,-0.08470649,0.36730946,Finance,Financial Conglomerates,152383503,10.85981,10.732818,10.574823,10.3633145,56.97727665,0.10363879,10.71158686,11.00803314,,United States,NYSE
PGSS,Pegasus Digital Mobility Acquisition Corp.,10.9,10.9,10.9,10.9,425,4632.5,-0.04,-0.36563071,0.46082949,0.6454234,0.46082949,1.30111524,2.44360902,4.70701249,8.77809269,4.00763359,0.02727908,0.36697248,Finance,Financial Conglomerates,115847572.73476867,10.822865,10.749648,10.609813,10.3414385,67.76167051,0.03259416,10.72418872,10.92154128,,Cayman Islands,NYSE
FRLA,Fortune Rise Acquisition Corporation,10.9,10.91,10.89,10.89,37594,409398.66,0,0,0.09191176,0.09191176,0.09191176,0.09191176,1.20817844,3.39229257,7.3964497,5.42110358,-0.00827789,0.18365473,Finance,Financial Conglomerates,65979265,10.87275,10.8035,10.705437,10.412143,62.23243212,0.05269993,10.82633072,10.91916928,,United States,NASDAQ
SPXU,ProShares UltraPro Short S&P500,10.9,11.09,10.84,10.89,18707665,203726471.85000005,0.08,0.7400555,0.64695009,4.9132948,2.1575985,-6.20155039,-2.24416517,-27.30307076,-40.94360087,-34.43708609,-2.9815226,2.58302583,Miscellaneous,Investment Trusts/Mutual Funds,,10.7305,10.5232,11.3807,13.1219,54.29964349,0.29435964,10.16575315,11.29524685,Long Upper Shadow,United States,NYSE ARCA
ICNC.U,Iconic Sports Acquisition Corp.,10.9,11.2075,10.89,10.9,1650,17985,0.08,0.73937153,-2.89964812,-2.89964812,0.27598896,1.11317254,2.34741784,4.00763359,7.70750988,4.80769231,-0.02967236,3.55831038,Finance,Financial Conglomerates,237993311,10.766785,10.595442,10.366622,,56.83216444,0.11779055,10.5039453,11.0296247,Long Upper Shadow,Cayman Islands,NYSE
CCTS,Cactus Acquisition Corp. 1 Limited,10.9,10.91,10.895,10.9,7412,80790.8,-0.04,-0.36563071,-0.36563071,1.01946247,0.64635272,1.39534884,3.02457467,4.50623202,8.56573705,6.13437196,-0.0040403,0.4130335,Finance,Financial Conglomerates,59109076,10.82005,10.61777,10.50021,10.280274,61.56854031,0.15633341,10.5593995,11.0807005,,United States,NASDAQ
SHAP.U,Spree Acquisition Corp. 1 Limited,10.9,10.9,10.9,10.9,500,5450,0,0,0.83256244,0.55350554,-0.18315018,2.15557638,3.71075167,4.3062201,8.13492063,6.54936461,-0.08699663,0,Finance,Financial Conglomerates,280862359,10.677995,10.526798,10.362686,,78.04598418,0.0662992,10.34888845,11.00710155,,Israel,NYSE
FTIIU,FutureTech II Acquisition Corp.,10.9,10.9,10.9,10.9,5664,61737.6,0.06,0.55350554,0.55350554,0.55350554,,9.21843687,2.15557638,3.80952381,8.24230387,6.23781676,-0.02822309,0.55045872,Finance,Financial Conglomerates,163309624,10.6515,10.607,10.469523,,57.19026544,0.14415113,10.1833857,11.1196143,,United States,NASDAQ
NZF,Nuveen Municipal Credit Income Fund,10.9,10.91,10.8085,10.83,837245,9067363.35,-0.07,-0.64220183,-1.00548446,-4.32862191,-1.81323663,-3.64768683,-6.152513,-6.63793103,-10.64356436,-11.3022113,0.3233134,0.93907573,Miscellaneous,Investment Trusts/Mutual Funds,2111860000.0000005,11.1375,11.4038,11.4724,11.71535,24.77993688,0.0912792,10.83360035,11.44139965,,United States,NYSE
TLGYU,TLGY Acquisition Corporation,10.9,10.9,10.9,10.9,435,4741.5,-0.03,-0.27447392,-0.27447392,-0.27447392,,1.20705664,-2.46085011,3.71075167,8.45771144,6.54936461,-0.06037625,0.27522936,Finance,Financial Conglomerates,143227275,10.775465,10.480788,10.269325,,58.60803859,0.12428541,10.4151993,11.1357307,,United States,NASDAQ
ATEK.U,Athena Technology Acquisition Corp. II,10.9,10.9,10.9,10.9,105,1144.5,0.19,1.77404295,1.77404295,0.18382353,0.73937153,0.18382353,4.80769231,8.24230387,9.437751,8.24230387,0.05678418,1.74311927,Finance,Financial Conglomerates,129114504.00000001,10.28801,10.081404,10.007454,,69.95281995,0.13483448,9.58088274,10.99513726,,United States,NYSE ARCA
EMCGU,Embrace Change Acquisition Corp,10.9,10.9,10.9,10.9,1600,17440,0.08,0.73937153,0.73937153,0.73937153,,1.20705664,2.05992509,4.60652591,8.3499006,5.517909,-0.18701336,0.73394495,Finance,Financial Conglomerates,87809426,10.762,10.609616,10.468258,,65.37023797,0.10230429,10.668277,10.855723,,United States,NASDAQ
STCN,"Steel Connect, Inc. Common Stock",10.9,11.589,10.14,11.4,23615,269211,0.47,4.30009149,10.03861004,12.64822134,18.13471503,8.98661568,47.41376133,14.50890046,-5.69855368,-12.15755606,-0.15185909,14.28994083,Commercial Services,Advertising/Marketing Services,71255622.8179323,10.17825,10.15418,8.87972631,9.96298008,62.66774952,0.72399389,8.94075545,11.41574455,,United States,NASDAQ
APCA,AP Acquisition Corp,10.91,10.91,10.91,10.91,50580,551827.8,0.01,0.09174312,0.09174312,0.09174312,0,0.36798528,1.77238806,3.70722433,7.80632411,5.30888031,-0.00498592,0.09165903,Finance,Financial Conglomerates,235246866.99266052,10.899,10.845306,10.709689,10.472207,66.53953973,0.02560106,10.88122361,10.91677639,,Singapore,NYSE
PWP,Perella Weinberg Partners,10.91,10.95,10.59,10.73,129671,1391369.83,-0.13,-1.19705341,-1.64986251,1.89933523,1.41776938,4.68292683,26.38398115,11.30705394,42.87616511,8.4934277,1.2684329,3.39943343,Finance,Investment Banks/Brokers,944187699.6482503,10.6615,10.3632,9.2156,9.45795,54.16740841,0.36561388,10.25934207,11.06365793,,United States,NASDAQ
GEL,"Genesis Energy, L.P.",10.91,11.01,10.77,10.78,574837,6196742.86,-0.09,-0.82796688,1.50659134,8.99898888,2.08333333,15.29411765,12.40875912,-1.28205128,-3.23159785,6.1023622,1.0022825,2.22841226,Process Industries,Chemicals: Specialty,1321403892.0312786,10.2595,9.8012,9.8867,10.39425,61.90720226,0.33277254,9.3120091,11.2069909,,United States,NYSE
VSAC,Vision Sensing Acquisition Corp.,10.91,10.91,10.91,10.91,299,3262.09,0.04,0.36798528,0.36798528,0.55299539,0.36798528,1.48837209,2.05799813,3.9047619,8.12685828,5.55544805,0.16026266,0.36663611,Finance,Financial Conglomerates,50351918.00000001,10.76825,10.696532,10.532203,10.273778,67.49923026,0.13700661,10.61827417,10.91822583,,United States,NASDAQ
ONYXU,Onyx Acquisition Co. I,10.91,10.91,10.91,10.91,650,7091.5,0,0,-0.3652968,-0.3652968,,-0.3652968,2.44131455,2.82752121,7.80632411,5.71705426,0.11321827,0,Finance,Financial Conglomerates,93365987,10.713,10.392226,10.248202,,58.62398482,0.14618224,10.27871438,11.14728562,,United States,NASDAQ
PRPC.U,CC Neuberger Principal Holdings III,10.91,10.91,10.91,10.91,100,1091,-0.07,-0.63752277,-0.63752277,-0.45620438,-0.63752277,0,-0.45620438,5.9223301,9.53815261,7.69990128,-0.2071895,0.6416132,Finance,Financial Conglomerates,213834227,10.97851,10.668712,10.33524,10.140762,51.10678139,0.16355168,10.52526093,11.43175907,,United States,NYSE
LIBY,Liberty Resources Acquisition Corp.,10.91,10.91,10.91,10.91,100,1091,0,0,0,0,0.09174312,0.46040516,0.87840962,4.00381316,8.88223553,6.75146771,-0.00392335,0,Finance,Financial Conglomerates,78677029,10.882,10.8552,10.713998,10.4158165,54.42940028,0.03357161,10.76425451,10.99974549,,United States,NASDAQ
BRAC,Broad Capital Acquisition Corp,10.91,10.91,10.91,10.91,61659,672699.69,0.01,0.09174312,0.09174312,1.39405204,0.09174312,1.39405204,1.96261682,3.80589914,8.55721393,2.9245283,0.02279754,0.09165903,Finance,Financial Conglomerates,81972059.80961098,10.7455,10.6458,10.430974,10.1617795,71.78002273,0.04054594,10.59996993,10.89103007,,United States,NASDAQ
ROSS,Ross Acquisition Corp II,10.91,10.91,10.77,10.77,1189,12805.53,0.02,0.18604651,0.18604651,0.74836296,0,0.93720712,2.66920877,5.3816047,8.89787664,6.31786772,0.00967663,1.48560817,Finance,Financial Conglomerates,161613564.52998605,10.711635,10.649686,10.506053,10.321104,62.70688605,0.04563106,10.62729981,10.79597019,Marubozu Black,United States,NYSE
APXI,APx Acquisition Corp. I,10.92,10.92,10.92,10.92,657,7174.44,-0.06,-0.54644809,0,-0.18281536,0.18348624,0.18348624,1.58139535,3.80228137,8.01186944,6.43274854,-0.01013866,0.54945055,Finance,Financial Conglomerates,118690381.04918034,10.886,10.777096,10.598222,10.3513705,56.4544934,0.08515785,10.7497062,11.0222938,,Mexico,NASDAQ
ARI,"Apollo Commercial Real Estate Finance, Inc",10.92,11.03,10.815,10.86,675149,7332118.14,0,0,-1.36239782,-0.54945055,1.97183099,7.95228628,-3.55239787,16.77419355,-1.98555957,-0.54945055,2.0893843,1.98797966,Finance,Real Estate Investment Trusts,1535094988,10.683,10.9474,10.7161,10.77555,53.25574193,0.25254101,10.18119924,11.18480076,,United States,NYSE
PPHP,PHP Ventures Acquisition Corp.,10.92,10.92,10.88,10.89,5279,57488.31,-0.085,-0.77448747,-0.36596523,-0.18331806,-0.45703839,-0.77448747,1.5858209,3.02743614,7.82178218,5.11583012,-0.00926307,0.87316176,Finance,Financial Conglomerates,25023783.21457859,10.959455,10.819184,10.561272,,49.47239851,0.17836359,10.75716789,11.16174211,,Malaysia,NASDAQ
BITX,Volatility Shares Trust 2x Bitcoin Strategy ETF,10.92,11.18,10.73,10.93,143458,1567995.94,0.31,2.91902072,6.11650485,7.26202159,8.75621891,3.21057602,-29.80089917,-29.80089917,-29.80089917,-29.80089917,1.0857829,5.21901212,Miscellaneous,Investment Trusts/Mutual Funds,,10.286,12.22699,,,49.73157967,0.62456964,9.20527062,11.36672938,Doji,United States,NYSE ARCA
SHBI,Shore Bancshares Inc,10.92,11,10.71,10.75,66770,717777.5,-0.19,-1.73674589,-4.86725664,-2.97833935,-1.19485294,-2.00546946,-14.13738019,-25.45076283,-42.87991498,-38.2183908,0.8310694,2.70774977,Finance,Regional Banks,356072453.4049361,11.02025,11.5051,11.6116,14.04575,40.58693659,0.287789,10.55645613,11.48404387,,United States,NASDAQ
MPRAU,Mercato Partners Acquisition Corporation,10.92,10.92,10.92,10.92,400,4368,0.08,0.73800738,0.73800738,1.67597765,1.58139535,9.09090909,3.7037037,4.34782609,8.76494024,6.74486804,-0.24651487,0.73260073,Finance,Financial Conglomerates,107739890,10.479505,10.441918,10.29186,,57.80012897,0.22041855,9.8446294,11.1143806,,United States,NASDAQ
TENKU,TenX Keane Acquisition,10.93,10.93,10.9,10.9,1500,16350,0.13,1.20705664,1.20705664,1.20705664,1.20705664,1.20705664,3.51377018,-0.8189263,8.56573705,5.31400966,0.01484354,1.46788991,Finance,Financial Conglomerates,96026338,10.675505,10.616808,,,65.49116202,0.09966166,10.49792465,10.85308535,Marubozu Black,United States,NASDAQ
AVK,Advent Convertible and Income Fund,10.93,10.93,10.84,10.87,132013,1434981.31,-0.03,-0.27522936,-0.36663611,-4.48154657,-3.20569902,-3.89036251,-5.14834206,-3.63475177,-14.54402516,-1.71790235,1.2466499,0.8302583,Miscellaneous,Investment Trusts/Mutual Funds,377072000,11.194,11.5038,11.4963,11.695155,27.30874912,0.12702924,10.87485113,11.51314887,,United States,NYSE
FRBN,Forbion European Acquisition Corp.,10.93,10.93,10.93,10.93,100,1093,0,0,0,0.36730946,0.27522936,0.36730946,2.14953271,4.29389313,8.32507433,5.80832527,-0.03290104,0,Finance,Financial Conglomerates,172830618.0127854,10.901,10.803694,10.651102,10.386976,70.88679361,0.03054241,10.85722786,10.94477214,,United States,NASDAQ
PLAO,Patria Latin American Opportunity Acquisition Corp.,10.93,10.99,10.93,10.95,21139,231472.05,0.01,0.09140768,0,0.27472527,0.27472527,0.4587156,2.05032619,3.98860399,8.41584158,5.79710145,0.02063703,0.54894785,Finance,Financial Conglomerates,247803744.78976232,10.92199,10.867096,10.747846,10.546574,65.94891404,0.10805857,10.89013126,10.95384874,,Cayman Islands,NASDAQ
SFL,SFL Corporation Ltd,10.93,11.06,10.78,10.78,537665,5796028.7,-0.11,-1.01010101,0,-4.60176991,-2.97029703,1.69811321,18.59185919,15.78947368,6.52173913,17.30141458,0.4746522,2.5974026,Transportation,Marine Shipping,1488014589.6565654,11.051,10.3352,9.671,9.67535,49.57569135,0.24117749,10.62711794,11.47488206,Bearish Engulfing,Bermuda,NYSE
ARIS,"Aris Water Solutions, Inc.",10.93,10.9761,10.49,10.51,116765,1227200.15,-0.36,-3.31186753,-2.8650647,2.63671875,6.91759919,-6.99115044,11.45281018,29.91347342,-33.09993635,-27.91495199,1.3439572,4.63393708,Utilities,Water Utilities,605677459.0938362,10.4325,10.766,9.9665,11.22915,49.06252701,0.40347257,9.73485037,11.13014963,,United States,NYSE
