Ticker,Description,Price,Open,High,Low,Pre-market Close,Post-market Close,Volume,Volume*Price,Change,Change %,"Change 1W, %","Change 1M, %",Weekly Performance,Monthly Performance,3-Month Performance,6-Month Performance,Yearly Performance,YTD Performance,1-Year Beta,Volatility,Sector,Industry,Market Capitalization,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Relative Strength Index (14),Average True Range (14),Bollinger Lower Band (20),Bollinger Upper Band (20),Pattern,Country,Exchange
SLVP,iShares MSCI Global Silver Miners Fund,9.16,9.24,9.25,9.11,,,26122,239277.52,-0.22,-2.34541578,-4.18410042,-5.60107178,-0.21786492,0.77007701,-4.78170478,-16.04032997,3.38600451,-15.80882353,1.2156477,2.96377607,Miscellaneous,Investment Trusts/Mutual Funds,,9.387995,9.68603,10.000335,10.453109,42.46150365,0.23432227,8.89604922,9.87994078,,United States,NYSE ARCA
TGTX,"TG Therapeutics, Inc.",9.275,9.24,9.33,9.03,9.25,,1632668,15142995.7,-0.025,-0.2688172,-8.53057199,-11.41356256,-8.62068966,-10.81730769,-60.31236628,-37.37339635,39.47368421,-22.99709423,3.216899,3.32225914,Health Technology,Pharmaceuticals: Major,1400316986.6827955,10.30575,13.0853,20.3874,17.665825,29.86037096,0.63090328,9.25866225,11.35283775,,United States,NASDAQ
SRBK,"SR Bancorp, Inc.",9.15,9.25,9.25,9.11,9.13,,79706,729309.9,-0.13,-1.40086207,,,-8.5,-8.5,-8.5,-8.5,-8.5,-8.5,,1.86608123,Finance,Regional Banks,,,,,,,,,,,United States,NASDAQ
LSEA,Landsea Homes Corporation,9.255,9.25,9.28,9.09,,,57462,531810.81,-0.055,-0.59076262,-2.47629083,-4.48916409,-2.68138801,-4.09326425,11.64053076,54.22686597,83.99602386,76.6221374,0.88847786,2.42024202,Consumer Durables,Homebuilding,357162612.7201934,9.49125,10.1357,8.91945,7.56135,40.26516613,0.3286482,9.05951078,9.92298922,Long Lower Shadow,United States,NASDAQ
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",9.22,9.25,9.27,9.2,,,36352,335165.44,-0.07,-0.75349839,-0.43196544,-2.63991552,-0.43196544,-2.63991552,-5.04634398,-6.10997963,-13.01886792,-7.89210789,0.4317828,0.97826087,Miscellaneous,Investment Trusts/Mutual Funds,209218000,9.362,9.5674,9.6312,9.83685,27.41372839,0.06653942,9.20842917,9.51557083,,United States,NYSE
HRT,HireRight Holdings Corporation,9.265,9.26,9.38,9.16,,,85554,792657.81,-0.065,-0.69667738,-3.59001041,-11.50907354,-5.07172131,-11.76190476,-15.54238833,-12.75894539,-43.54052407,-22.20822838,1.3464879,2.40174672,Commercial Services,Miscellaneous Commercial Services,645725651.6404074,9.81525,10.3257,10.45275,10.839275,40.51801239,0.4120517,8.54231844,11.08818156,Doji,United States,NYSE
VIR,"Vir Biotechnology, Inc.",9.225,9.26,9.33,9.13,9.36,,454473,4192513.425,-0.145,-1.547492,-6.05906314,-27.13270142,-7.93413174,-27.87333855,-62.80241935,-58.35214447,-52.17729393,-63.88018794,0.9077425,2.6286966,Health Technology,Biotechnology,1238468339.9679828,11.29975,13.5541,19.35675,22.36635,16.7084289,0.47947374,8.53815902,14.06134098,Spinning Top Black,United States,NASDAQ
CMRE,Costamare Inc.,9.27,9.27,9.34,9.22,9.22,,148139,1373248.53,-0.03,-0.32258065,-3.13479624,-10.08729389,-4.43298969,-12.87593985,0.32467532,1.75631175,-10.26137464,-0.32258065,0.6457622,1.30151844,Transportation,Marine Shipping,1112516152.1032257,9.864,10.2938,9.6059,9.6151,31.32957427,0.24378246,9.12312484,10.60487516,Doji,Monaco,NYSE
CDMO,"Avid Bioservices, Inc.",9.44,9.28,9.52,9.28,9.29,,126950,1198408,0.04,0.42553191,-9.3179635,-20,-9.23076923,-22.55947498,-30.38348083,-45.93356243,-48.10335349,-32.42662849,1.7010576,2.5862069,Health Technology,Biotechnology,595786074.2638298,11.088,12.0616,13.8987,15.1826,24.24134622,0.49284893,9.10498865,13.07101135,,United States,NASDAQ
OPBK,OP Bancorp,9.2501,9.29,9.4,9.25,,,7574,70060.2574,-0.0799,-0.85637728,-1.38486141,-2.01165254,-0.75,-3.74505723,10.1202381,2.66481687,-18.14143238,-16.96499102,0.43484867,1.62162162,Finance,Regional Banks,139946637.70590568,9.396505,9.553802,8.927351,9.7501755,42.25990567,0.20611319,9.21026553,9.58274447,,United States,NASDAQ
VPV,Invesco Pennsylvania Value Municipal Income Trust,9.245,9.29,9.32,9.2,,,20119,186000.155,-0.125,-1.33404482,-0.69817401,-3.49686848,-0.80472103,-2.88865546,-5.47034765,-6.14213198,-7.91832669,-6.04674797,0.36362612,1.84782609,Miscellaneous,Investment Trusts/Mutual Funds,223282000,9.442785,9.634956,9.717373,9.882563,24.56732483,0.07746764,9.22263761,9.66293239,,United States,NYSE
FEDU,Four Seasons Education (Cayman) Inc.,9.29,9.29,9.29,9.29,,,224,2080.96,-0.0203,-0.21803809,-2.80800134,-9.80582524,-3.73056995,-11.52380952,22.65483688,16.125,-34.16017009,53.30033003,0.5354725,0.21851453,Consumer Services,Other Consumer Services,18784239,10.011155,9.40307,8.912658,10.273517,43.43403212,0.47709679,8.88204125,11.14026875,,China,NYSE
PGZ,Principal Real Estate Income Fund,9.3,9.3,9.3125,9.2701,,,7714,71740.2,-0.06,-0.64102564,0.54054054,-1.89873418,0,-0.10741139,0.43196544,-1.48305085,-22.17573222,-11.00478469,0.6474378,0.96978458,Miscellaneous,Investment Trusts/Mutual Funds,63324900,9.41635,9.514014,9.488087,9.9955445,40.02883269,0.10827992,9.27442146,9.55827854,,United States,NYSE
TAC,TransAlta Corporation,9.176,9.3,9.3,9.135,,,183077,1679914.552,-0.184,-1.96581197,-1.6505895,-4.31699687,-2.59023355,-6.65310275,-4.31699687,18.4,-2.59023355,3.1011236,0.76764643,2.46305419,Utilities,Electric Utilities,2416958322.200317,9.5238,9.84092,9.70776,9.30018,35.07684683,0.19606255,9.15251919,9.89508081,,Canada,NYSE
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",9.28,9.3,9.34,9.27,,,30534,283355.52,-0.09,-0.96051227,-0.53590568,-3.13152401,-0.64239829,-3.73443983,-7.38522954,-6.26262626,-6.26262626,-6.26262626,0.30411354,1.07874865,Miscellaneous,Investment Trusts/Mutual Funds,370926000,9.4685,9.73256,9.852009,9.9762595,26.77064565,0.07870388,9.25318395,9.68381605,,United States,NYSE
EVN,Eaton Vance Municipal Income Trust,9.23,9.3,9.3,9.22,,,52451,484122.73,-0.07,-0.75268817,-0.5387931,-3.45188285,-0.75268817,-5.04115226,-6.38945233,-6.48429585,-9.95121951,-7.7,0.3050096,0.86767896,Miscellaneous,Investment Trusts/Mutual Funds,368903000,9.4195,9.6878,9.81515,10.001585,25.25845737,0.07625108,9.15884889,9.68015111,,United States,NYSE
PCM,"PCM Fund, Inc.",9.2,9.3,9.4525,9.2,9.3,,11182,102874.4,-0.21,-2.23166844,-3.15789474,1.0989011,-2.33545648,2.22222222,-2.10683124,9.65435042,-1.39335477,15,0.9179417,2.74456522,Miscellaneous,Investment Trusts/Mutual Funds,111687000,9.2575,9.429828,9.436562,9.1389535,44.60072015,0.23285823,8.87146244,9.64353756,,United States,NYSE
METV,Roundhill Ball Metaverse ETF,9.285,9.32,9.3405,9.27,9.29,,403009,3741938.565,-0.175,-1.84989429,-4.376931,-7.15,-5.54425229,-4.08057851,-7.6119403,2.37045204,15.34161491,27.36625514,1.5039318,2.04962244,Miscellaneous,Investment Trusts/Mutual Funds,,9.78225,10.1121,9.9607,9.19375,28.71296996,0.15948886,9.38487769,10.17962231,,United States,NYSE ARCA
ACRV,"Acrivon Therapeutics, Inc.",9.5,9.33,9.5,9.33,,,645,6127.5,-0.07,-0.73145246,-9.95260664,-18.94197952,-13.5577798,-16.5202109,-26.92307692,-25.49019608,-28.83895131,-20.50209205,1.329085,2.57234727,Health Technology,Pharmaceuticals: Major,208296817.34587252,11.2105,11.7356,12.19185,13.454225,23.2744096,0.49963751,9.5638613,12.8571387,,United States,NASDAQ
ORC,"Orchid Island Capital, Inc.",9.195,9.34,9.36,9.16,9.35,,766958,7052178.81,-0.175,-1.86766275,-3.71727749,-4.11887383,-2.38853503,-4.41787942,-8.59840954,-8.7797619,-20.18229167,-13.17280453,1.398994,2.29257642,Finance,Real Estate Investment Trusts,411312162,9.44725,9.9123,9.99265,10.545925,35.54049378,0.18717859,9.09909091,9.79540909,,United States,NYSE
CHGG,"Chegg, Inc.",9.12,9.35,9.3991,9.11,9.24,,779152,7105866.24,-0.33,-3.49206349,-7.12830957,-10.67580803,-9.25373134,-8.98203593,0,-40.31413613,-56.859035,-64.55499417,1.1883409,3.73216246,Commercial Services,Miscellaneous Commercial Services,1051730135.3650794,9.9525,9.95,9.8055,14.9317,35.46201145,0.36015763,9.21670451,10.68829549,,United States,NYSE
ERC,Allspring Multi-Sector Income Fund,9.32,9.35,9.3595,9.29,,,16572,154451.04,-0.04,-0.42735043,-1.27118644,-1.99789695,-1.89473684,-0.85106383,3.67074527,3.21151717,-1.27118644,-6.23742455,0.6916836,0.75349839,Miscellaneous,Investment Trusts/Mutual Funds,262569000.00000003,9.498,9.5006,9.24555,9.431215,37.84652384,0.09657336,9.33421966,9.66178034,,United States,NYSE ARCA
BCX,BlackRock Resources,9.3231,9.35,9.35,9.29,,,111864,1042919.2584,-0.0369,-0.39423077,-1.23834746,-1.55121436,-1.44714588,0.46443966,3.59,2.22697368,2.56435644,-6.30050251,0.7459389,0.75349839,Miscellaneous,Investment Trusts/Mutual Funds,826638000,9.408155,9.429062,9.271031,9.5616155,44.1807741,0.12012939,9.22236828,9.59394172,,United States,NYSE
ULBI,Ultralife Corporation,9.25,9.36,9.5099,9.1701,,,23515,217513.75,-0.21,-2.21987315,-10.62801932,-2.32312566,-10.1068999,9.33806147,90.32921811,131.25,81.37254902,141.51436031,0.18099566,3.7055212,Producer Manufacturing,Electrical Products,149393919.2653277,9.73225,8.259,6.40145,5.2097315,49.26803989,0.67572965,8.97405164,10.49044836,,United States,NASDAQ
IPPP,Listed Funds Trust Preferred-Plus ETF,9.3721,9.36,9.3721,9.36,,,326,3055.3046,0.0025,0.02668204,0.6129898,0.68432813,1.42965368,4.48272018,3.10341034,10.91242604,-4.9154881,5.8336627,0.96556294,0.1292735,Miscellaneous,Investment Trusts/Mutual Funds,,9.26125,9.20391,9.093603,9.231388,65.3636645,0.05319095,9.10135098,9.42114902,,United States,NYSE ARCA
MMU,"Western Asset Managed Municipals Fund, Inc.",9.315,9.36,9.36,9.3,,,25574,238221.81,-0.115,-1.2195122,-1.00956429,-2.86757039,-1.00956429,-2.6645768,-5.81395349,-7.22111554,-7.86350148,-8.49705305,0.26399395,1.39784946,Miscellaneous,Investment Trusts/Mutual Funds,408960000,9.50575,9.7115,9.82475,10.039375,24.21989785,0.07714463,9.3418209,9.6696791,,United States,NYSE
ERH,Allspring Utilities and High Income Fund,9.3549,9.36,9.3746,9.35,,,4393,41096.0757,-0.0951,-1.00634921,-1.63091483,-3.25853154,-2.34968685,-4.55449787,-7.65153011,-7.74260355,-23.63346939,-18.2263986,0.715771,1.06951872,Miscellaneous,Investment Trusts/Mutual Funds,87811900,9.572515,9.922796,10.07883,10.5144305,30.68611665,0.12281052,9.290045,9.854985,,United States,NYSE ARCA
EIM,Eaton Vance Municipal Bond Fund,9.27,9.37,9.37,9.265,,,197455,1830407.85,-0.14,-1.48777896,-1.48777896,-3.4375,-1.59235669,-3.83817427,-6.74044266,-6.74044266,-8.03571429,-11.20689655,0.31884563,1.56502968,Miscellaneous,Investment Trusts/Mutual Funds,677080000,9.482,9.71,9.8447,10.03985,22.61456802,0.07325238,9.30237818,9.66162182,,United States,NYSE ARCA
HONE,"HarborOne Bancorp, Inc.",9.33,9.37,9.44,9.27,,,30319,282876.27,-0.1,-1.06044539,-3.61570248,-6.41925777,-1.78947368,-5.66228514,8.23665893,-21.06598985,-34.24947146,-33.21403006,0.5226211,1.83387271,Finance,Regional Banks,434269296.3435843,9.6735,9.9078,9.3026,11.2402,39.98257501,0.26676759,9.27348625,10.07351375,Spinning Top Black,United States,NASDAQ
NFBK,"Northfield Bancorp, Inc.",9.42,9.37,9.53,9.3,,,73556,692897.52,-0.03,-0.31746032,-7.91788856,-10.62618596,-8.27653359,-14.67391304,-13.73626374,-21.10552764,-37.73959022,-40.49273531,0.46180606,2.47311828,Finance,Savings Banks,423784821.8095238,10.279,11.1228,10.8461,12.388325,21.68881555,0.34294411,9.46076043,11.09723957,,United States,NASDAQ
JYNT,The Joint Corp.,9.605,9.37,9.66,9.27,,,283852,2726398.46,0.105,1.10526316,0.26096033,3.39074273,3.83783784,-1.38603696,-26.45482389,-41.18187385,-44.02680653,-31.685633,1.465621,4.20711974,Health Services,Medical/Nursing Services,140990327.96263158,9.49975,11.2496,12.64705,14.385575,41.66614213,0.4646365,9.19924251,9.80025749,,United States,NASDAQ
VSTM,"Verastem, Inc.",9.465,9.37,9.5424,9.2,,,80744,764241.96,-0.035,-0.36842105,-4.39393939,-3.02254098,-0.89005236,-10.87570621,2.43506494,85.0785435,-28.9698535,100.2627854,2.3487241,3.72173913,Health Technology,Biotechnology,238997984.09842104,9.82225,9.8649,8.93914958,7.32528261,43.64803503,0.48955891,9.35750841,10.28699159,,United States,NASDAQ
BFK,BlackRock Municipal Income Trust,9.3725,9.38,9.385,9.35,,,44170,413983.325,-0.0575,-0.6097561,-0.6097561,-3.07652534,-0.92494715,-2.06374086,-4.84771574,-5.6143001,-5.8040201,-7.75098425,0.2780627,0.85561497,Miscellaneous,Investment Trusts/Mutual Funds,424600000,9.524625,9.74125,9.804825,9.9878625,28.01081847,0.06419867,9.35507947,9.69417053,,United States,NYSE
WEST,Westrock Coffee Company,9.3293,9.39,9.39,9.095,,,108275,1010129.9575,-0.0807,-0.8575983,-7.63069307,-7.07868526,-7.07868526,-13.85687904,-15.49547101,-22.12604341,-8.98243902,-30.22213912,0.62084776,3.46344145,Consumer Non-Durables,Food: Specialty/Candy,817350784.4789053,10.004215,10.552686,10.864043,11.7027465,22.99206678,0.28031251,9.53969198,10.46873802,"Hammer, Long Lower Shadow",United States,NASDAQ
DBGI,"Digital Brands Group, Inc.",9.2,9.41,9.53,9.0964,9.51,,5738,52789.6,-0.32,-3.36134454,-16.59111514,-22.16582064,-16.66666667,-44.24242424,-47.70498792,-68.27586207,-96.8,-90.8,-0.5723879,4.7667209,Consumer Non-Durables,Apparel/Footwear,5322218.36134454,10.52525,12.1760505,15.793575,37.6720875,41.99668473,2.50150899,7.87297272,13.17752728,,United States,NASDAQ
AOUT,"American Outdoor Brands, Inc.",9.5,9.42,9.6,9.4,,,6530,62035,-0.02,-0.21008403,0.52910053,-3.2586558,1.171459,1.06382979,24.02088773,6.50224215,8.07736064,-6.21915104,0.9030336,2.12765957,Consumer Durables,Recreational Products,123570102.4159664,9.61025,9.3629,8.71055,9.299375,50.60051519,0.31285969,9.20658585,10.01391415,,United States,NASDAQ
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,9.33,9.42,9.42,9.31,,,14861,138653.13,-0.14,-1.47835269,-1.16525424,-4.4057377,-1.58227848,-3.71517028,-4.01234568,-10.20211742,-19.91416309,-16.0971223,0.55169207,1.71858217,Miscellaneous,Investment Trusts/Mutual Funds,,9.566415,9.810846,9.845123,10.6368365,25.92336664,0.11809258,9.32658763,9.80624237,,United States,NYSE
MUA,"Blackrock MuniAssets Fund, Inc",9.4417,9.43,9.46,9.42,,,79806,753504.3102,-0.0683,-0.71819138,-0.29883844,-2.86316872,-0.5089568,-3.65612245,-7.61545988,-9.56226054,-12.89944649,-13.69561243,0.45736206,0.95541401,Miscellaneous,Investment Trusts/Mutual Funds,365571000,9.592085,9.875434,10.048367,10.3682585,30.65005666,0.09303209,9.40801656,9.77615344,,United States,NYSE
VIAV,Viavi Solutions Inc.,9.25,9.43,9.43,9.245,9.44,,881364,8152617,-0.28,-2.93809024,-6.09137056,-11.48325359,-6.09137056,-9.49119374,-8.59683794,-10.97208855,-33.26118326,-12.65344665,1.4504304,3.08274743,Technology Services,Information Technology Services,2048833164.375656,9.9955,10.4442,10.2521,10.41575,27.20910597,0.24112175,9.32056371,10.67043629,,United States,NASDAQ
PFFL,"ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN due September 25, 2048",9.45,9.435,9.45,9.41,,,332,3137.4,-0.2208,-2.28316168,-1.4084507,-3.27731264,-1.04712042,1.61290323,-3.57142857,-4.76574389,-21.25,-9.13461538,1.1853122,2.77151966,Miscellaneous,Investment Trusts/Mutual Funds,,9.572845,9.732684,9.791906,10.4980565,45.4221806,0.18580138,9.29919936,9.84649064,,United States,NYSE ARCA
AURA,"Aura Biosciences, Inc.",9.5,9.44,9.76,9.315,,,23818,226271,-0.22,-2.26337449,0.95642933,-8.477842,-6.31163708,-6.9539667,-22.76422764,-7.85645005,-40.625,-10.54613936,0.287946,4.77724101,Health Technology,Biotechnology,362872439.2489712,10.039,10.7732,11.1783,10.747075,38.17481036,0.61915251,9.34456786,10.73343214,,United States,NASDAQ
DXR,Daxor Corporation,9.515,9.45,9.515,9.45,,,233,2216.995,-0.037,-0.38735343,-0.36649215,-1.5010352,-2.56016385,-4.56369107,-0.78206465,0.58139535,-30.03676471,2.7537797,0.00669101,1.07936508,Health Technology,Medical Specialties,45053399.39601886,9.643645,9.740104,10.115882,9.824531,46.32359504,0.2602503,9.34695415,9.94033585,,United States,NASDAQ
HLIT,Harmonic Inc.,9.405,9.45,9.59,9.38,,,435718,4097927.79,-0.135,-1.41509434,-3.14109166,-11.93820225,-2.13319459,-11.77298311,-46.04130809,-32.28941685,-20.36409822,-28.53343465,1.0674083,2.23880597,Electronic Technology,Telecommunications Equipment,1052560364.0283018,10.06925,11.6674,14.0895,13.9932,30.88391168,0.35087519,9.33741481,10.80108519,,United States,NASDAQ
NWL,Newell Brands Inc.,9.095,9.45,9.4675,9.08,9.23,,3164894,28784710.93000001,-0.415,-4.36382755,-4.16227608,-14.03591682,-5.06263048,-11.00782779,16.00765306,-20.70619006,-42.25396825,-31.09848485,1.6795936,4.73568282,Producer Manufacturing,Industrial Conglomerates,3767149201.792324,9.93975,10.2105,9.58005,11.568675,35.53424273,0.36216662,9.0090273,10.8704727,,United States,NASDAQ
CGEM,"Cullinan Oncology, Inc.",9.656,9.46,9.656,9.2,,,36216,349701.696,0.126,1.32214061,-3.05220884,-6.70531401,-2.26720648,-8.99151744,-20.98199673,-8.21292776,-21.43205858,-9.07721281,0.6359129,4.95652174,Health Technology,Pharmaceuticals: Major,412645728.2190976,10.4543,10.51172,10.61786,10.75173,40.82530579,0.53287502,9.41830133,11.49029867,,United States,NASDAQ
GECC,Great Elm Capital Corp.,9.4114,9.47,9.47,9.28,,,6446,60665.8844,0.0964,1.03488996,1.6349892,-5.886,-7.09378085,-5.50803213,23.83421053,5.86501687,-10.43585839,13.80169287,0.61602163,2.04741379,Finance,Investment Managers,71545062.70183577,9.83584,9.254236,8.564737,8.736024,45.02710095,0.25937059,9.20161797,10.47006203,Hanging Man,United States,NASDAQ
KALV,"KalVista Pharmaceuticals, Inc.",9.5,9.47,9.615,9.365,,,86377,820581.5,-0.015,-0.15764582,-3.2586558,-12.44239631,-5.66037736,-13.40018232,-3.55329949,47.74494557,-35.15358362,43.07228916,0.5710649,2.66951415,Health Technology,Pharmaceuticals: Major,326832859.1171834,10.40725,10.3665,10.03205,8.636225,34.19082791,0.47696898,9.39392638,11.42057362,Spinning Top White,United States,NASDAQ
BTA,BlackRock Long-Term Municipal Advantage Trust,9.35,9.48,9.48,9.35,,,21095,197238.25,-0.16,-1.68243954,-2.40083507,-1.78571429,-1.8887723,-2.19665272,-2.50260688,-1.8887723,-9.92292871,-1.1627907,0.31350252,1.71122995,Miscellaneous,Investment Trusts/Mutual Funds,,9.5045,9.607,9.6537,9.7496,38.27522603,0.12941554,9.32367135,9.68532865,Marubozu Black,United States,NYSE
NPCT,Nuveen Core Plus Impact Fund,9.41,9.48,9.48,9.38,,,26118,245770.38,-0.09,-0.94736842,-0.84299262,-4.17515275,-1.87695516,-2.7892562,-5.71142285,-6.83168317,-14.68721668,-10.12416428,0.6202619,1.2793177,Miscellaneous,Investment Trusts/Mutual Funds,,9.63525,9.8237,9.9083,10.323625,27.31831106,0.094783,9.41953085,9.85096915,,United States,NYSE
ETRN,Equitrans Midstream Corporation,9.435,9.49,9.575,9.405,,,1401043,13218840.705,-0.105,-1.10062893,-1.71875,-1.71875,-2.27861212,-3.7244898,3.1147541,84.27734375,0.31897927,40.40178571,1.7890323,1.80754918,Industrial Services,Oil & Gas Pipelines,4087817389.6179256,9.56575,9.5967,8.66625,7.452375,45.78745727,0.24800407,9.3314153,9.8000847,,United States,NYSE
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,9.5,9.5,9.515,9.46,,,30187,286776.5,-0.09,-0.93847758,-0.41928721,-2.46406571,-0.10515247,-3.16004077,-5.75396825,-4.6184739,-6.8627451,-5.18962076,0.21610671,1.37420719,Miscellaneous,Investment Trusts/Mutual Funds,67452000,9.6175,9.825292,9.904677,10.022188,35.5547206,0.09438618,9.44419391,9.79080609,,United States,NYSE ARCA
CEQP/P,Crestwood Equity Partners LP Preferred,9.496,9.5,9.52,9.48,,,22425,212947.8,-0.074,-0.77324974,1.0212766,-2.60512821,0.59322034,0.69989396,3.55507088,6.57687991,2.54859611,8.15489749,0.3911199,0.94936709,Industrial Services,Oil & Gas Pipelines,3050213667,9.465655,9.315752,9.174928,9.1093185,54.41530766,0.11549511,9.2921028,9.6392072,"Bearish Harami, Spinning Top Black",United States,NYSE
VTN,Invesco Trust for Investment Grade New York Municipals,9.49,9.5,9.5008,9.48,,,6669,63288.81,-0.14,-1.45379024,-0.31512605,-3.3604888,-0.10526316,-2.86591607,-6.59448819,-7.14285714,-4.33467742,-6.41025641,0.22752431,1.58227848,Miscellaneous,Investment Trusts/Mutual Funds,187650000,9.6675,9.904628,10.011214,10.1743175,29.53273021,0.09370468,9.44997989,9.88502011,,United States,NYSE
OBIO,"Orchestra BioMed Holdings, Inc.",9.19,9.5,9.5,8.66,,,62306,572592.14,-0.48,-4.96380558,30.35460993,47.27564103,77.41312741,33.38171263,7.10955711,-39.13907285,-6.98380567,-8.09908099,-0.24430946,11.66281755,Health Technology,Medical Specialties,328485008.8045501,6.937,6.5391,9.6634,11.108632,62.64998773,1.12067034,4.04492739,9.82907261,,United States,NASDAQ
MHH,"Mastech Digital, Inc",9.46,9.51,9.5669,8.96,,,8190,77477.4,-0.19,-1.96891192,-5.11534604,-12.2440839,-5.11534604,-9.9047619,-2.47322137,-18.58864028,-36.76470588,-12.48843663,1.1248745,7.70089286,Commercial Services,Personnel Services,109698451.1523316,10.32008,10.50586,10.17793,11.09653,33.85597355,0.52925533,9.33792255,11.30223745,Long Lower Shadow,United States,NYSE ARCA
AAOI,"Applied Optoelectronics, Inc.",9.49,9.51,9.6539,9,9.58,,1391387,13204262.63,-0.35,-3.55691057,-3.55691057,-31.08206245,3.60262009,-38.93178893,151.72413793,292.14876033,195.63862928,389.17525773,2.4399414,9.33333333,Electronic Technology,Semiconductors,316420571.894309,11.85875,11.0601,7.29215,4.806075,39.37148627,1.24816769,8.16079939,15.55670061,,United States,NASDAQ
HEAR,Turtle Beach Corporation,9.45,9.51,9.55,9.29,9.4,,84696,800377.2,-0.12,-1.2539185,-7.07964602,-13.06347746,-5.59440559,-14.47963801,-14.47963801,7.87671233,21.77835052,27.53036437,2.2975872,3.01399354,Consumer Durables,Electronics/Appliances,163572586.78683385,10.2955,10.8329,11.0619,9.927275,28.8435313,0.4166451,9.40292003,11.18807997,,United States,NASDAQ
NOM,Nuveen Missouri Quality Municipal Income Fund,9.52,9.52,9.53,9.52,,,4803,45724.56,-0.03,-0.31413613,-0.83333333,-4.12890232,-1.44927536,-3.35025381,-3.35025381,-7.57281553,-16.12334802,-9.50570342,0.3221163,0.31512605,Miscellaneous,Investment Trusts/Mutual Funds,22409500,9.76881,9.875148,9.933505,10.2501895,28.91369443,0.06806758,9.45920092,10.07841908,"Gravestone Doji, Long Upper Shadow",United States,NYSE
JHAA,Nuveen Corporate Income 2023 Target Term Fund,9.53,9.53,9.5301,9.53,,,8839,84235.67,-0.01,-0.1048218,0.10504202,0.73995772,0.21030494,1.16772824,1.92513369,4.49561404,5.3038674,5.18763797,0.16122031,0.10493179,Miscellaneous,Investment Trusts/Mutual Funds,74654900,9.496925,9.435862,9.375685,9.2787005,63.2967937,0.03270289,9.42837117,9.56547883,"Gravestone Doji, Long Upper Shadow",United States,NYSE
MQT,"Blackrock MuniYield Quality Fund II, Inc.",9.48,9.53,9.53,9.48,,,17568,166544.64,-0.07,-0.73298429,-0.31545741,-2.86885246,-1.25,-3.26530612,-5.57768924,-6.60098522,-12.70718232,-7.51219512,0.40887013,0.73839662,Miscellaneous,Investment Trusts/Mutual Funds,215493000,9.6435,9.842814,9.938438,10.16122,30.19649007,0.0921139,9.43399821,9.85300179,Marubozu Black,United States,NYSE
PCYO,Pure Cycle Corporation,9.615,9.53,9.73,9.52,9.61,,12409,119312.535,-0.045,-0.46583851,-3.75375375,-12.51137398,-6.92158761,-16.60884649,-10.39142591,6.24309392,6.00882029,-8.94886364,0.7308283,2.20588235,Utilities,Water Utilities,231287320.04347828,10.57825,11.5217,10.88305,10.188075,15.56965135,0.29131234,9.51293655,11.64356345,,United States,NASDAQ
TBNK,Territorial Bancorp Inc.,9.525,9.54,9.69,9.4601,,,1900,18097.5,-0.005,-0.0524659,0.26315789,-7.25413827,-4.07854985,-12.77472527,-19.00510204,-48.98232458,-52.34545418,-60.52631579,1.0427537,2.43020687,Finance,Savings Banks,84282062.44753411,10.0475,11.2015,11.40615,16.7342,35.42507352,0.40234553,9.12326789,10.97173211,,United States,NASDAQ
IDE,"Voya Infrastructure, Industrials and Materials Fund",9.54,9.54,9.54,9.52,,,15347,146410.38,-0.08,-0.83160083,-0.41753653,-4.31293882,-1.0373444,-1.7507724,-3.44129555,2.91262136,1.16648993,3.69565217,0.845758,1.05042017,Miscellaneous,Investment Trusts/Mutual Funds,,9.743,9.8423,9.72405,9.6815255,36.17910986,0.10772832,9.4479678,10.0380322,"Dragonfly Doji, Long Lower Shadow",United States,NYSE
MDWD,MediWound Ltd.,9.595,9.54,9.61,8.88,9.16,,51080,490112.6,0.545,6.02209945,5.43956044,15.88164251,11.96032672,6.13938053,-7.65158807,-15.68541301,-21.19967682,-29.91234478,1.0472821,8.22072072,Health Technology,Pharmaceuticals: Major,88327667.32651933,8.448735,8.976984,9.544276,10.84783081,62.09544827,0.4589434,7.15509447,9.74237553,Long Lower Shadow,Israel,NASDAQ
TASK,"TaskUs, Inc.",9.58,9.57,9.75,9.52,,,130932,1254328.56,-0.16,-1.64271047,3.45572354,-3.23232323,2.13219616,-2.44399185,-14.31127013,-31.81494662,-42.70334928,-45.03729203,2.2216792,2.41596639,Commercial Services,Miscellaneous Commercial Services,890809460.2053388,9.64225,10.7095,11.13975,13.900675,45.03369447,0.43561968,9.10280144,10.18169856,,United States,NASDAQ
SNDA,"Sonida Senior Living, Inc.",9.8801,9.57,9.8801,9.4962,,,4351,42988.3151,0.7101,7.74372955,4.00105263,8.45334797,19.61380145,6.92748918,14.22080925,-6.08269962,-52.72679426,-22.26514555,0.46865153,7.47772793,Health Services,Medical/Nursing Services,76845899.6908506,8.740255,9.210254,8.557667,10.393779,60.41693271,0.57708036,6.9969391,10.4835709,,United States,NYSE
